BIS Statistics Explorer
"Table D10.3: OTC, credit default swaps, by remaining maturity"
Dataset: Semiannual OTC derivatives statistics(OTC_DERIV)
Unit: USD millions; Herfindahl indices in units
Data updated: 25/05/2016 16:02
"Frequency","International Financial Statistics block","Measure","Risk category","Instrument","Counterparty","Reporting country","Currency, maturity, equity region","Location","Period",30/06/1998,31/12/1998,30/06/1999,31/12/1999,30/06/2000,31/12/2000,30/06/2001,31/12/2001,30/06/2002,31/12/2002,30/06/2003,31/12/2003,30/06/2004,31/12/2004,30/06/2005,31/12/2005,30/06/2006,31/12/2006,30/06/2007,31/12/2007,30/06/2008,31/12/2008,30/06/2009,31/12/2009,30/06/2010,31/12/2010,30/06/2011,31/12/2011,30/06/2012,31/12/2012,30/06/2013,31/12/2013,30/06/2014,31/12/2014,30/06/2015,31/12/2015
"H:Half-yearly","N:Derivatives statistics","T:Notional amounts - sold","Y:Credit default swaps (CDS)","N:Single-name CDS","D:Reporting dealers (gross)","A:All countries","8B:Maturity over 1 year and up to 5 years","5J:All countries",H:N:T:Y:N:D:A:8B:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,1851912,2687775,3927548,4908078,6088955,7674440,11674029,12914797,9911776,8903122,8480064,7284287,6942828,7596345,7095496,6672148,6123861,5727873,5176603,4595709,3749005,3213337,2533657
"H:Half-yearly","N:Derivatives statistics","S:Notional amounts - bought","Y:Credit default swaps (CDS)","N:Single-name CDS","B:All counterparties (gross)","A:All countries","8C:Maturity over 5 years","5J:All countries",H:N:S:Y:N:B:A:8C:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,608382,1234803,1637764,2651098,4017538,5812343,6952243,6898715,5926188,4524209,4005399,2749480,2460573,2325212,1756970,1327257,856327,912355,547544,545288,413221,467008,320454
"H:Half-yearly","N:Derivatives statistics","T:Notional amounts - sold","Y:Credit default swaps (CDS)","O:Multi-name CDS","T:Banks and security firms","A:All countries","8B:Maturity over 1 year and up to 5 years","5J:All countries",H:N:T:Y:O:T:A:8B:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,81399,200577,273980,572655,586038,1122414,1922240,1880428,1686867,1250630,1195677,1015977,871578,990291,465037,367569,407547,315972,258954,322294,205558,189911,112163
"H:Half-yearly","N:Derivatives statistics","A:Outstanding - notional amounts","Y:Credit default swaps (CDS)","O:Multi-name CDS","A:All counterparties (net)","A:All countries","8B:Maturity over 1 year and up to 5 years","5J:All countries",H:N:A:Y:O:A:A:8B:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,814528,2013464,2324382,3746969,5775038,9786664,15081624,15111472,10452496,7333996,6843037,8159052,8764719,10613625,8219390,7815673,8330202,9543007,8103544,6663992,5790749,5018953,3805066
"H:Half-yearly","N:Derivatives statistics","S:Notional amounts - bought","Y:Credit default swaps (CDS)","A:All instruments","E:Other financial institutions","A:All countries","8B:Maturity over 1 year and up to 5 years","5J:All countries",H:N:S:Y:A:E:A:8B:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,1132664,1628801,2158831,2889761,3243365,4978440,7470868,7478803,5384845,5016569,4452349,4819046,5617805,5554057,4136570,3960169,4146579,4206223,4000151,3894762,3430682,3143790,2610044
"H:Half-yearly","N:Derivatives statistics","T:Notional amounts - sold","Y:Credit default swaps (CDS)","A:All instruments","X:Residual financial institutions ( for reporting only)","A:All countries","8B:Maturity over 1 year and up to 5 years","5J:All countries",H:N:T:Y:A:X:A:8B:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,141147,174405,814508,1112729,1582899,2399986,3103906,2709125,1269702,1123902,875648,316311,435302,380395,384151,347471,358817,331935,331997,278426,369315,318295,208467
"H:Half-yearly","N:Derivatives statistics","S:Notional amounts - bought","Y:Credit default swaps (CDS)","A:All instruments","B:All counterparties (gross)","A:All countries","8B:Maturity over 1 year and up to 5 years","5J:All countries",H:N:S:Y:A:B:A:8B:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,3383808,5322087,7436410,9994347,13251377,18953490,27722974,29537980,21475023,17933517,16558444,15877884,16130177,17824751,15558287,14571665,14170101,14381552,12355791,10912856,9086056,7921511,6295204
"H:Half-yearly","N:Derivatives statistics","T:Notional amounts - sold","Y:Credit default swaps (CDS)","A:All instruments","V:SPVs, SPCs, or SPEs","A:All countries","8C:Maturity over 5 years","5J:All countries",H:N:T:Y:A:V:A:8C:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,1653,5683,1198,1816,9049,20575,16071,10837,33463,20290,30528,89610,54237,60437,44920,34676,24657,7946,7657,8936,5723,5115,2592
"H:Half-yearly","N:Derivatives statistics","A:Outstanding - notional amounts","Y:Credit default swaps (CDS)","A:All instruments","S:Central counterparties","A:All countries","8C:Maturity over 5 years","5J:All countries",H:N:A:Y:A:S:A:8C:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,448850,553502,665828,604360,599632,302053,215486,223692,269453,234124,301345,249490
"H:Half-yearly","N:Derivatives statistics","T:Notional amounts - sold","Y:Credit default swaps (CDS)","N:Single-name CDS","T:Banks and security firms","A:All countries","8A:Maturity of one year or less","5J:All countries",H:N:T:Y:N:T:A:8A:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,17894,24298,77372,105140,128710,185645,226705,305656,274478,404165,328168,355989,282033,259460,242643,216782,228281,187453,130512,145146,89950,64660,63137
"H:Half-yearly","N:Derivatives statistics","T:Notional amounts - sold","Y:Credit default swaps (CDS)","N:Single-name CDS","B:All counterparties (gross)","A:All countries","8C:Maturity over 5 years","5J:All countries",H:N:T:Y:N:B:A:8C:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,555967,1129981,1571359,2573516,3898310,5432473,6838212,6450311,5712868,4286729,3894228,2681037,2374755,2212048,1656555,1256838,821190,943044,514915,492493,375950,380966,264309
"H:Half-yearly","N:Derivatives statistics","T:Notional amounts - sold","Y:Credit default swaps (CDS)","O:Multi-name CDS","F:Non-financial customers","A:All countries","8A:Maturity of one year or less","5J:All countries",H:N:T:Y:O:F:A:8A:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,5994,1139,435,1980,3448,1799,3825,2442,2262,36004,40352,27878,2374,2287,2655,4489,3710,2243,631,550,1272,2216,1686
"H:Half-yearly","N:Derivatives statistics","T:Notional amounts - sold","Y:Credit default swaps (CDS)","A:All instruments","U:Insurance and financial guaranty firms","A:All countries","8A:Maturity of one year or less","5J:All countries",H:N:T:Y:A:U:A:8A:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,425,5839,14781,20754,17209,11139,13029,14436,8711,7542,6065,3638,4473,5070,6500,7943,11375,9876,7868,8485,5741,6888,6397
"H:Half-yearly","N:Derivatives statistics","A:Outstanding - notional amounts","Y:Credit default swaps (CDS)","A:All instruments","X:Residual financial institutions ( for reporting only)","A:All countries","8B:Maturity over 1 year and up to 5 years","5J:All countries",H:N:A:Y:A:X:A:8B:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,311885,338257,1608959,2172586,3045082,4500194,6035138,5370211,2512908,2252110,1705327,691712,1015804,957396,887375,781303,777991,695311,708985,666148,801366,682791,487057
"H:Half-yearly","N:Derivatives statistics","A:Outstanding - notional amounts","Y:Credit default swaps (CDS)","N:Single-name CDS","T:Banks and security firms","A:All countries","8A:Maturity of one year or less","5J:All countries",H:N:A:Y:N:T:A:8A:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,39158,57916,175653,231543,279851,427547,503201,661926,581597,820987,680534,718084,577790,539854,513070,468255,486763,393056,279143,306899,191583,141441,140726
"H:Half-yearly","N:Derivatives statistics","S:Notional amounts - bought","Y:Credit default swaps (CDS)","N:Single-name CDS","T:Banks and security firms","A:All countries","8A:Maturity of one year or less","5J:All countries",H:N:S:Y:N:T:A:8A:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,21264,33618,98281,126403,151141,241902,276496,356270,307119,416822,352366,362095,295757,280394,270427,251473,258482,205603,148631,161753,101633,76781,77589
"H:Half-yearly","N:Derivatives statistics","S:Notional amounts - bought","Y:Credit default swaps (CDS)","N:Single-name CDS","D:Reporting dealers (gross)","A:All countries","8B:Maturity over 1 year and up to 5 years","5J:All countries",H:N:S:Y:N:D:A:8B:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,1815402,2645071,3852802,4935810,6061640,7952380,11474845,13032709,10063310,9065523,8609435,7246115,6836019,7489359,7050854,6665085,6088764,5770673,5145001,4530374,3726303,3206357,2531447
"H:Half-yearly","N:Derivatives statistics","A:Outstanding - notional amounts","Y:Credit default swaps (CDS)","N:Single-name CDS","U:Insurance and financial guaranty firms","A:All countries","8C:Maturity over 5 years","5J:All countries",H:N:A:Y:N:U:A:8C:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,12353,17124,43885,43637,57073,81249,96638,123698,154227,132356,136388,64365,87356,73746,42968,33450,22652,19154,16932,20562,16061,15563,12309
"H:Half-yearly","N:Derivatives statistics","A:Outstanding - notional amounts","Y:Credit default swaps (CDS)","O:Multi-name CDS","T:Banks and security firms","A:All countries","8B:Maturity over 1 year and up to 5 years","5J:All countries",H:N:A:Y:O:T:A:8B:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,150614,425099,567417,1161380,1211621,2212416,3656724,3800021,3417132,2511565,2400828,2009446,1638175,2024113,956990,817826,883667,713448,575504,674254,452093,419051,241168
"H:Half-yearly","N:Derivatives statistics","S:Notional amounts - bought","Y:Credit default swaps (CDS)","A:All instruments","X:Residual financial institutions ( for reporting only)","A:All countries","8B:Maturity over 1 year and up to 5 years","5J:All countries",H:N:S:Y:A:X:A:8B:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,170738,163852,794451,1059857,1462183,2100208,2931232,2661086,1243206,1128208,829679,375401,580502,577001,503224,433832,419174,363376,376988,387722,432051,364496,278590
"H:Half-yearly","N:Derivatives statistics","S:Notional amounts - bought","Y:Credit default swaps (CDS)","N:Single-name CDS","U:Insurance and financial guaranty firms","A:All countries","8C:Maturity over 5 years","5J:All countries",H:N:S:Y:N:U:A:8C:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,9732,15202,38391,31401,39612,63330,65668,74113,106872,82185,94185,40650,58747,62515,34435,26367,16919,15609,13298,17052,12833,12971,10449
"H:Half-yearly","N:Derivatives statistics","A:Outstanding - notional amounts","Y:Credit default swaps (CDS)","O:Multi-name CDS","C:Reporting dealers (net)","A:All countries","8A:Maturity of one year or less","5J:All countries",H:N:A:Y:O:C:A:8A:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,13074,47740,88450,331940,683255,670022,867912,793104,417313,632603,518327,542699,571354,686883,1009918,1178477,860997,603680,509104,717479,590470,405733,500316
"H:Half-yearly","N:Derivatives statistics","S:Notional amounts - bought","Y:Credit default swaps (CDS)","O:Multi-name CDS","T:Banks and security firms","A:All countries","8B:Maturity over 1 year and up to 5 years","5J:All countries",H:N:S:Y:O:T:A:8B:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,69215,224522,293437,588725,625583,1090002,1734484,1919593,1730265,1260935,1205151,993469,766597,1033822,491953,450257,476120,397476,316550,351960,246535,229140,129005
"H:Half-yearly","N:Derivatives statistics","T:Notional amounts - sold","Y:Credit default swaps (CDS)","A:All instruments","D:Reporting dealers (gross)","A:All countries","8B:Maturity over 1 year and up to 5 years","5J:All countries",H:N:T:Y:A:D:A:8B:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,2112671,3627129,5194100,6867274,9787342,13649319,20782082,21638497,15825588,12378017,11558496,10857873,10520945,12254238,11348597,10563169,9992804,10103799,8319859,6981037,5614440,4716805,3613919
"H:Half-yearly","N:Derivatives statistics","S:Notional amounts - bought","Y:Credit default swaps (CDS)","O:Multi-name CDS","E:Other financial institutions","A:All countries","8A:Maturity of one year or less","5J:All countries",H:N:S:Y:O:E:A:8A:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,31238,45540,43821,78750,110844,167299,175123,206031,164083,289406,228488,186534,179842,310292,524614,467816,353975,295737,309085,365393,256447,180338,212043
"H:Half-yearly","N:Derivatives statistics","S:Notional amounts - bought","Y:Credit default swaps (CDS)","O:Multi-name CDS","W:Hedge funds","A:All countries","8C:Maturity over 5 years","5J:All countries",H:N:S:Y:O:W:A:8C:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,4894,16572,7567,14702,15776,22338,29609,16863,7842,2237,3850,20503,14403,38967,25693,35953,26481,23377,25430,30853,26124,33798,23142
"H:Half-yearly","N:Derivatives statistics","S:Notional amounts - bought","Y:Credit default swaps (CDS)","O:Multi-name CDS","X:Residual financial institutions ( for reporting only)","A:All countries","8A:Maturity of one year or less","5J:All countries",H:N:S:Y:O:X:A:8A:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,60,2310,11566,26494,48560,54962,109897,80073,57151,57485,37787,13625,27192,23245,33379,34207,34668,15044,17461,37041,59323,15852,20310
"H:Half-yearly","N:Derivatives statistics","T:Notional amounts - sold","Y:Credit default swaps (CDS)","A:All instruments","W:Hedge funds","A:All countries","8B:Maturity over 1 year and up to 5 years","5J:All countries",H:N:T:Y:A:W:A:8B:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,58850,88609,47488,33573,50606,55946,121621,125360,78931,31845,21777,280295,319365,473374,378664,408931,414786,481468,472373,439420,321723,315321,271167
"H:Half-yearly","N:Derivatives statistics","S:Notional amounts - bought","Y:Credit default swaps (CDS)","O:Multi-name CDS","D:Reporting dealers (gross)","A:All countries","8C:Maturity over 5 years","5J:All countries",H:N:S:Y:O:D:A:8C:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,161684,255670,402856,1095686,2444842,4272321,5048433,4500984,2900248,1569445,1266010,1207598,1062415,1134428,761333,680319,401005,214108,195497,174514,155251,153041,125247
"H:Half-yearly","N:Derivatives statistics","T:Notional amounts - sold","Y:Credit default swaps (CDS)","N:Single-name CDS","F:Non-financial customers","A:All countries","8C:Maturity over 5 years","5J:All countries",H:N:T:Y:N:F:A:8C:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,34993,27004,39505,66005,99620,162794,119752,87517,48574,108652,94298,45175,16547,10843,7782,7144,6059,9704,6159,7361,6470,6417,1970
"H:Half-yearly","N:Derivatives statistics","S:Notional amounts - bought","Y:Credit default swaps (CDS)","A:All instruments","D:Reporting dealers (gross)","A:All countries","8C:Maturity over 5 years","5J:All countries",H:N:S:Y:A:D:A:8C:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,482349,989725,1360141,2823013,5045472,7816375,9436894,9026241,7353705,4668332,4085746,3108655,2713404,2770824,2036713,1631883,1010604,879060,559377,503036,401307,405732,303472
"H:Half-yearly","N:Derivatives statistics","A:Outstanding - notional amounts","Y:Credit default swaps (CDS)","O:Multi-name CDS","F:Non-financial customers","A:All countries","8B:Maturity over 1 year and up to 5 years","5J:All countries",H:N:A:Y:O:F:A:8B:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,78963,99198,92453,134639,316086,111481,94642,196471,116315,355578,465250,290158,110575,84953,34806,42830,67959,70259,66588,77312,84779,89813,66738
"H:Half-yearly","N:Derivatives statistics","T:Notional amounts - sold","Y:Credit default swaps (CDS)","O:Multi-name CDS","W:Hedge funds","A:All countries","8B:Maturity over 1 year and up to 5 years","5J:All countries",H:N:T:Y:O:W:A:8B:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,4328,33704,16482,10809,12397,20444,53531,73519,39038,13871,10754,103180,151838,224515,145146,178266,193438,260667,245361,215095,141010,142057,100064
"H:Half-yearly","N:Derivatives statistics","T:Notional amounts - sold","Y:Credit default swaps (CDS)","N:Single-name CDS","T:Banks and security firms","A:All countries","8B:Maturity over 1 year and up to 5 years","5J:All countries",H:N:T:Y:N:T:A:8B:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,184999,378903,935397,1087361,990179,1634835,2569947,2517961,2080400,2412573,2132856,1742139,1722167,1129767,685392,555364,540444,398384,304525,355194,230984,221644,137185
"H:Half-yearly","N:Derivatives statistics","S:Notional amounts - bought","Y:Credit default swaps (CDS)","N:Single-name CDS","B:All counterparties (gross)","A:All countries","8A:Maturity of one year or less","5J:All countries",H:N:S:Y:N:B:A:8A:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,311519,444735,621211,910666,1200988,1530128,1717390,2293920,1866217,2059066,1999459,1830137,1801539,2156841,2833341,2965039,2922622,2653942,2123523,1844660,1529891,1352045,1437164
"H:Half-yearly","N:Derivatives statistics","A:Outstanding - notional amounts","Y:Credit default swaps (CDS)","N:Single-name CDS","A:All counterparties (net)","A:All countries","8A:Maturity of one year or less","5J:All countries",H:N:A:Y:N:A:A:8A:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,426260,534598,688010,1086632,1443801,1892620,2159667,2785875,2276707,2605296,2420935,2319822,2252251,2658735,3407632,3508471,3518758,3158156,2564858,2304647,1921845,1674713,1802930
"H:Half-yearly","N:Derivatives statistics","A:Outstanding - notional amounts","Y:Credit default swaps (CDS)","A:All instruments","V:SPVs, SPCs, or SPEs","A:All countries","8C:Maturity over 5 years","5J:All countries",H:N:A:Y:A:V:A:8C:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,18542,38999,23574,32710,85040,76174,69194,61589,97529,57224,75818,245767,182548,218347,137367,116695,70146,33155,29070,31339,21799,20487,17879
"H:Half-yearly","N:Derivatives statistics","A:Outstanding - notional amounts","Y:Credit default swaps (CDS)","O:Multi-name CDS","S:Central counterparties","A:All countries","8C:Maturity over 5 years","5J:All countries",H:N:A:Y:O:S:A:8C:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,250631,301457,349820,335270,376395,163175,102665,125411,155727,133953,182182,148444
"H:Half-yearly","N:Derivatives statistics","S:Notional amounts - bought","Y:Credit default swaps (CDS)","A:All instruments","W:Hedge funds","A:All countries","8C:Maturity over 5 years","5J:All countries",H:N:S:Y:A:W:A:8C:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,8932,36531,21953,35333,41742,74261,75518,88691,36982,24502,16288,48888,39701,64666,53254,60221,40162,46438,49513,61215,45387,53800,33056
"H:Half-yearly","N:Derivatives statistics","A:Outstanding - notional amounts","Y:Credit default swaps (CDS)","N:Single-name CDS","V:SPVs, SPCs, or SPEs","A:All countries","8B:Maturity over 1 year and up to 5 years","5J:All countries",H:N:A:Y:N:V:A:8B:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,8105,12487,6046,7820,8607,6883,15600,11184,21621,20408,41589,72419,40049,78871,65496,75001,148582,64237,60421,64178,61441,60543,53849
"H:Half-yearly","N:Derivatives statistics","S:Notional amounts - bought","Y:Credit default swaps (CDS)","A:All instruments","X:Residual financial institutions ( for reporting only)","A:All countries","8A:Maturity of one year or less","5J:All countries",H:N:S:Y:A:X:A:8A:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,10929,14963,69370,119927,186807,227229,288433,292830,203463,170254,124543,47607,56092,60112,88755,81639,78354,47814,54927,70261,101103,51579,52600
"H:Half-yearly","N:Derivatives statistics","A:Outstanding - notional amounts","Y:Credit default swaps (CDS)","A:All instruments","W:Hedge funds","A:All countries","8A:Maturity of one year or less","5J:All countries",H:N:A:Y:A:W:A:8A:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,5378,11147,5609,14594,16811,18446,15802,42720,34184,12767,5898,60753,34595,61329,105535,173753,155354,154854,120238,198496,136679,115255,89534
"H:Half-yearly","N:Derivatives statistics","A:Outstanding - notional amounts","Y:Credit default swaps (CDS)","A:All instruments","F:Non-financial customers","A:All countries","8B:Maturity over 1 year and up to 5 years","5J:All countries",H:N:A:Y:A:F:A:8B:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,330624,345971,425388,403761,627625,398776,291444,394794,282414,856994,960035,523108,208356,159500,129524,123330,140909,116062,137848,147178,147428,144857,134152
"H:Half-yearly","N:Derivatives statistics","A:Outstanding - notional amounts","Y:Credit default swaps (CDS)","O:Multi-name CDS","T:Banks and security firms","A:All countries","8A:Maturity of one year or less","5J:All countries",H:N:A:Y:O:T:A:8A:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,19506,40120,39261,57996,83487,148818,99535,241911,174185,408708,328267,258213,202665,245938,201553,181127,205130,103788,86824,150972,88517,53631,59545
"H:Half-yearly","N:Derivatives statistics","S:Notional amounts - bought","Y:Credit default swaps (CDS)","A:All instruments","U:Insurance and financial guaranty firms","A:All countries","8B:Maturity over 1 year and up to 5 years","5J:All countries",H:N:S:Y:A:U:A:8B:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,21856,34400,86716,87191,83569,90296,156439,127276,124352,105813,90499,101340,97877,122809,126353,117816,125960,112116,102940,92443,105514,89656,71244
"H:Half-yearly","N:Derivatives statistics","T:Notional amounts - sold","Y:Credit default swaps (CDS)","O:Multi-name CDS","F:Non-financial customers","A:All countries","8C:Maturity over 5 years","5J:All countries",H:N:T:Y:O:F:A:8C:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,24102,15801,12655,32820,91885,34911,30286,90620,14503,112079,98574,48750,8661,6978,3883,4220,5117,4559,4385,6044,4253,3833,4587
"H:Half-yearly","N:Derivatives statistics","T:Notional amounts - sold","Y:Credit default swaps (CDS)","A:All instruments","B:All counterparties (gross)","A:All countries","8A:Maturity of one year or less","5J:All countries",H:N:T:Y:A:B:A:8A:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,306016,401973,455384,1167745,1875970,2244259,2708961,3092123,2340362,2920298,2683162,2590926,2546622,3109021,4300391,4556653,4105094,3469101,2915967,2874104,2352106,1889737,2075333
"H:Half-yearly","N:Derivatives statistics","A:Outstanding - notional amounts","Y:Credit default swaps (CDS)","A:All instruments","C:Reporting dealers (net)","A:All countries","8C:Maturity over 5 years","5J:All countries",H:N:A:Y:A:C:A:8C:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,479079,980239,1385904,2802690,5046089,7888536,9731717,8951336,7361979,4673230,4120799,3087912,2731498,2795575,2031969,1638881,1013249,904554,554459,496169,397930,386952,295918
"H:Half-yearly","N:Derivatives statistics","S:Notional amounts - bought","Y:Credit default swaps (CDS)","N:Single-name CDS","T:Banks and security firms","A:All countries","8C:Maturity over 5 years","5J:All countries",H:N:S:Y:N:T:A:8C:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,42654,81106,299190,353496,453680,1001126,1169244,1061446,809324,792895,672046,477101,410791,282994,164152,103494,67262,47909,40348,46256,31068,46451,28577
"H:Half-yearly","N:Derivatives statistics","S:Notional amounts - bought","Y:Credit default swaps (CDS)","N:Single-name CDS","U:Insurance and financial guaranty firms","A:All countries","8A:Maturity of one year or less","5J:All countries",H:N:S:Y:N:U:A:8A:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,6422,10222,22348,23372,28296,15569,16128,12369,13773,9237,5393,4793,5105,6671,7669,11685,11915,7529,5620,6547,3560,3044,4024
"H:Half-yearly","N:Derivatives statistics","T:Notional amounts - sold","Y:Credit default swaps (CDS)","N:Single-name CDS","D:Reporting dealers (gross)","A:All countries","8A:Maturity of one year or less","5J:All countries",H:N:T:Y:N:D:A:8A:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,159873,229606,263573,563096,803151,1032939,1263945,1641153,1396377,1467022,1467497,1318656,1363847,1668245,2260866,2399937,2333518,2099455,1697084,1376995,1141102,1008833,1037672
"H:Half-yearly","N:Derivatives statistics","S:Notional amounts - bought","Y:Credit default swaps (CDS)","O:Multi-name CDS","B:All counterparties (gross)","A:All countries","8A:Maturity of one year or less","5J:All countries",H:N:S:Y:O:B:A:8A:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,47455,126636,208634,415811,765381,808317,1059741,1032933,572256,967997,755434,773615,753936,1007730,1545446,1655537,1223130,910212,816828,1086741,852959,594398,718593
"H:Half-yearly","N:Derivatives statistics","T:Notional amounts - sold","Y:Credit default swaps (CDS)","N:Single-name CDS","W:Hedge funds","A:All countries","8B:Maturity over 1 year and up to 5 years","5J:All countries",H:N:T:Y:N:W:A:8B:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,54522,54905,31006,22764,38209,35502,68090,51841,39893,17974,11023,177115,167527,248859,233518,230665,221348,220801,227012,224325,180713,173264,171103
"H:Half-yearly","N:Derivatives statistics","S:Notional amounts - bought","Y:Credit default swaps (CDS)","O:Multi-name CDS","U:Insurance and financial guaranty firms","A:All countries","8B:Maturity over 1 year and up to 5 years","5J:All countries",H:N:S:Y:O:U:A:8B:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,9283,21536,53568,51845,44505,52855,70987,67920,59993,53978,46175,64687,59989,77612,85336,82933,79947,81503,72720,42611,83877,68643,51025
"H:Half-yearly","N:Derivatives statistics","T:Notional amounts - sold","Y:Credit default swaps (CDS)","O:Multi-name CDS","D:Reporting dealers (gross)","A:All countries","8B:Maturity over 1 year and up to 5 years","5J:All countries",H:N:T:Y:O:D:A:8B:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,260759,939354,1266552,1959196,3698387,5974879,9108053,8723700,5913812,3474895,3078432,3573586,3578117,4657893,4253101,3891021,3868943,4375926,3143256,2385328,1865435,1503468,1080262
"H:Half-yearly","N:Derivatives statistics","A:Outstanding - notional amounts","Y:Credit default swaps (CDS)","N:Single-name CDS","C:Reporting dealers (net)","A:All countries","8B:Maturity over 1 year and up to 5 years","5J:All countries",H:N:A:Y:N:C:A:8B:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,1833657,2666423,3890175,4921944,6075298,7813410,11574437,12973753,9987547,8984326,8544756,7265206,6889431,7542859,7073182,6668622,6106322,5749279,5160808,4563047,3737661,3209850,2532556
"H:Half-yearly","N:Derivatives statistics","A:Outstanding - notional amounts","Y:Credit default swaps (CDS)","O:Multi-name CDS","C:Reporting dealers (net)","A:All countries","8C:Maturity over 5 years","5J:All countries",H:N:A:Y:O:C:A:8C:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,159594,263982,423887,1092426,2464260,4424111,5311778,4416592,2913847,1564097,1252523,1203246,1072258,1165569,760768,680407,400649,209210,192329,171047,151604,144098,118932
"H:Half-yearly","N:Derivatives statistics","S:Notional amounts - bought","Y:Credit default swaps (CDS)","A:All instruments","T:Banks and security firms","A:All countries","8C:Maturity over 5 years","5J:All countries",H:N:S:Y:A:T:A:8C:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,81501,179615,497816,707228,923033,1811539,2253890,1941929,1497553,1295779,1133970,734432,581600,526901,230953,151601,125524,68849,57167,67558,48623,73699,44480
"H:Half-yearly","N:Derivatives statistics","A:Outstanding - notional amounts","Y:Credit default swaps (CDS)","N:Single-name CDS","E:Other financial institutions","A:All countries","8C:Maturity over 5 years","5J:All countries",H:N:A:Y:N:E:A:8C:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,438989,873145,1171851,1636793,2546262,3994049,4656511,3914653,2625614,2322620,1927829,1551936,1466552,1241454,847660,648714,436574,440089,321172,366556,277797,343322,220525
"H:Half-yearly","N:Derivatives statistics","S:Notional amounts - bought","Y:Credit default swaps (CDS)","A:All instruments","B:All counterparties (gross)","A:All countries","8A:Maturity of one year or less","5J:All countries",H:N:S:Y:A:B:A:8A:5J,-,-,-,-,-,-,-,-,-,-,-,-,-,358974,571371,829845,1326477,1966369,2338445,2777131,3326853,2438473,3027063,2754893,2603752,2555475,3164571,4378787,4620576,4145752,3564154,2940351,2931401,2382850,1946443,2155757
